book,chunk_id,dom_dim,coverage,v_roll,a_roll,d_roll,vad_fused,diff_abs,diff_signed,text,prev_chunk_id,prev_text,next_chunk_id,next_text,roll_win
Mobi Dick.clean,0,A,0.703297,0.08863847619047618,-0.1634254761904762,-0.019603190476190475,0.18694638484415613,0.09830790865367994,0.09830790865367994,"CHAPTER 1. Loomings. CHAPTER 2. The Carpet-Bag. CHAPTER 3. The Spouter-Inn. CHAPTER 4. The Counterpane. CHAPTER 5. Breakfast. CHAPTER 6. The Street. CHAPTER 7. The Chapel. CHAPTER 8. The Pulpit. CHAPTER 9. The Sermon. CHAPTER 10. A Bosom Friend. CHAPTER 11. Nightgown. CHAPTER 12. Biographical. CHAPTER 13. Wheelbarrow. CHAPTER 14. Nantucket. CHAPTER 15. Chowder. CHAPTER 16. The Ship. CHAPTER 17. The Ramadan. CHAPTER 18. His Mark. CHAPTER 19. The Prophet. CHAPTER 20. All Astir. CHAPTER 21. Going Aboard. CHAPTER 22. Merry Christmas. CHAPTER 23. The Lee Shore. CHAPTER 24. The Advocate. CHAPTER 25. Postscript. CHAPTER 26. Knights and Squires. CHAPTER 27. Knights and Squires. CHAPTER 28. Ahab. CHAPTER 29. Enter Ahab; to Him, Stubb. CHAPTER 30. The Pipe. CHAPTER 31.",,,1,The Ramadan. CHAPTER 18. His Mark. CHAPTER 19. The Prophet. CHAPTER 20. All Astir. CHAPTER 21. Going Aboard. CHAPTER 22. Merry Christmas. CHAPTER 23. The Lee Shore. CHAPTER 24. The Advocate. CHAPTER 25. Postscript. CHAPTER 26. Knights and Squires. CHAPTER 27. Knights and Squires. CHAPTER 28. Ahab. CHAPTER 29. Enter…,41
Mobi Dick.clean,134,D,0.666667,0.029146048780487804,-0.09284948780487805,-0.028645829268292684,0.10144507420082527,0.07229902542033746,0.07229902542033746,"keep out the tempestuous Euroclydon. Euroclydon! says old Dives, in his red silken wrapper—(he had a redder one afterwards) pooh, pooh! What a fine frosty night; how Orion glitters; what northern lights! Let them talk of their oriental summer climes of everlasting conservatories; give me the privilege of making my own summer with my own coals. But what thinks Lazarus? Can he warm his blue hands by holding them up to the grand northern lights? Would not Lazarus rather be in Sumatra than here? Would he not far rather lay him down lengthwise along the line of the equator; yea, ye gods! go down to the fiery pit itself, in order to keep out this frost?",133.0,"finished; the copestone is on, and the chips were carted off a million years ago. Poor Lazarus there, chattering his teeth against the curbstone for his pillow, and shaking off his tatters with his shiverings, he might plug up both ears with rags, and put a corn-cob into his mouth, and yet that would not keep out the…",135,"But what thinks Lazarus? Can he warm his blue hands by holding them up to the grand northern lights? Would not Lazarus rather be in Sumatra than here? Would he not far rather lay him down lengthwise along the line of the equator; yea, ye gods! go down to the fiery pit itself, in order to keep out this frost? Now, that…",41
Mobi Dick.clean,203,D,0.608696,0.06548651219512196,-0.11700056097560974,-0.023191365853658535,0.136071503255632,0.07058499106051004,0.07058499106051004,"it. But I got a dreaming and sprawling about one night, and somehow, Sam got pitched on the floor, and came near breaking his arm. Arter that, Sal said it wouldn't do. Come along here, I'll give ye a glim in a jiffy;"" and so saying he lighted a candle and held it towards me, offering to lead the way. But I stood irresolute; when looking at a clock in the corner, he exclaimed ""I vum it's Sunday—you won't see that harpooneer to-night; he's come to anchor somewhere—come along then; _do_ come; _won't_ ye come?""",202.0,"you had better be turning flukes—it's a nice bed; Sal and me slept in that ere bed the night we were spliced. There's plenty of room for two to kick about in that bed; it's an almighty big bed that. Why, afore we give it up, Sal used to put our Sam and little Johnny in the foot of it. But I got a dreaming and…",204,"I'll give ye a glim in a jiffy;"" and so saying he lighted a candle and held it towards me, offering to lead the way. But I stood irresolute; when looking at a clock in the corner, he exclaimed ""I vum it's Sunday—you won't see that harpooneer to-night; he's come to anchor somewhere—come along then; _do_ come; _won't_…",41
Mobi Dick.clean,1056,A,0.734513,0.07830851219512196,-0.13079051219512194,0.018822536585365854,0.1535990528811403,0.07529054068601836,0.07529054068601836,"of all whales to encounter; the most majestic in aspect; and lastly, by far the most valuable in commerce; he being the only creature from which that valuable substance, spermaceti, is obtained. All his peculiarities will, in many other places, be enlarged upon. It is chiefly with his name that I now have to do. Philologically considered, it is absurd. Some centuries ago, when the Sperm whale was almost wholly unknown in his own proper individuality, and when his oil was only accidentally obtained from the stranded fish; in those days spermaceti, it would seem, was popularly supposed to be derived from a creature identical with the one then known in England as the Greenland or Right Whale.",1055.0,"of the Long Words. He is, without doubt, the largest inhabitant of the globe; the most formidable of all whales to encounter; the most majestic in aspect; and lastly, by far the most valuable in commerce; he being the only creature from which that valuable substance, spermaceti, is obtained. All his peculiarities…",1057,"is absurd. Some centuries ago, when the Sperm whale was almost wholly unknown in his own proper individuality, and when his oil was only accidentally obtained from the stranded fish; in those days spermaceti, it would seem, was popularly supposed to be derived from a creature identical with the one then known in…",41
Mobi Dick.clean,1080,A,0.72381,0.06524370731707317,-0.12360834146341462,0.013192487804878047,0.1403916135611165,0.07514790624404334,0.07514790624404334,"there in the Greenland whale's anatomy more striking than his baleen? Yet we have seen that by his baleen it is impossible correctly to classify the Greenland whale. And if you descend into the bowels of the various leviathans, why there you will not find distinctions a fiftieth part as available to the systematizer as those external ones already enumerated. What then remains? nothing but to take hold of the whales bodily, in their entire liberal volume, and boldly sort them that way. And this is the Bibliographical system here adopted; and it is the only one that can possibly succeed, for it alone is practicable. To proceed.",1079.0,"formed upon such a basis. On this rock every one of the whale-naturalists has split. But it may possibly be conceived that, in the internal parts of the whale, in his anatomy—there, at least, we shall be able to hit the right classification. Nay; what thing, for example, is there in the Greenland whale's anatomy more…",1081,"part as available to the systematizer as those external ones already enumerated. What then remains? nothing but to take hold of the whales bodily, in their entire liberal volume, and boldly sort them that way. And this is the Bibliographical system here adopted; and it is the only one that can possibly succeed, for it…",41
Mobi Dick.clean,1469,D,0.643478,0.03306309756097561,-0.09547987804878048,-0.02568829268292683,0.10425672119101145,0.07119362363003584,0.07119362363003584,"bursting eyes paw the ground in phrensies of affright? There is no remembrance in him of any gorings of wild creatures in his green northern home, so that the strange muskiness he smells cannot recall to him anything associated with the experience of former perils; for what knows he, this New England colt, of the black bisons of distant Oregon? No: but here thou beholdest even in a dumb brute, the instinct of the knowledge of the demonism in the world. Though thousands of miles from Oregon, still when he smells that savage musk, the rending, goring bison herds are as present as to the deserted wild foal of the prairies, which this instant they may be trampling into dust.",1468.0,"foaled in some peaceful valley of Vermont, far removed from all beasts of prey—why is it that upon the sunniest day, if you but shake a fresh buffalo robe behind him, so that he cannot even see it, but only smells its wild animal muskiness—why will he start, snort, and with bursting eyes paw the ground in phrensies of…",1470,"No: but here thou beholdest even in a dumb brute, the instinct of the knowledge of the demonism in the world. Though thousands of miles from Oregon, still when he smells that savage musk, the rending, goring bison herds are as present as to the deserted wild foal of the prairies, which this instant they may be…",41
Mobi Dick.clean,2083,A,0.77439,0.0584869756097561,-0.112362,-0.013309878048780487,0.12736992664538052,0.06888295103562442,0.06888295103562442,"of cuttle-fish, to which, indeed, in certain external respects it would seem to belong, but only as the Anak of the tribe. CHAPTER 60. The Line. With reference to the whaling scene shortly to be described, as well as for the better understanding of all similar scenes elsewhere presented, I have here to speak of the magical, sometimes horrible whale-line. The line originally used in the fishery was of the best hemp, slightly vapored with tar, not impregnated with it, as in the case of ordinary ropes; for while tar, as ordinarily used, makes the hemp more pliable to the rope-maker, and also renders the rope itself more convenient to the sailor for common ship use; yet, not only would the ordinary quantity too much stiffen the whale-line for the close coiling to which it must be subjected; but as most seamen are beginning to learn, tar in general by no means adds to the rope's durability or strength, however much it may give it compactness and gloss.",2082.0,"much abatement is necessary with respect to the incredible bulk he assigns it. By some naturalists who have vaguely heard rumors of the mysterious creature, here spoken of, it is included among the class of cuttle-fish, to which, indeed, in certain external respects it would seem to belong, but only as the Anak of the…",2084,"convenient to the sailor for common ship use; yet, not only would the ordinary quantity too much stiffen the whale-line for the close coiling to which it must be subjected; but as most seamen are beginning to learn, tar in general by no means adds to the rope's durability or strength, however much it may give it…",41
Mobi Dick.clean,3372,A,0.718447,0.0737149268292683,-0.11876680487804878,0.02420448780487805,0.1418636726166406,0.06814874578737229,0.06814874578737229,"In considering these ribs, I could not but be struck anew with the circumstance, so variously repeated in this book, that the skeleton of the whale is by no means the mould of his invested form. The largest of the Tranque ribs, one of the middle ones, occupied that part of the fish which, in life, is greatest in depth. Now, the greatest depth of the invested body of this particular whale must have been at least sixteen feet; whereas, the corresponding rib measured but little more than eight feet. So that this rib only conveyed half of the true notion of the living magnitude of that part.",3371.0,"feet and some inches. From that part, the remaining ribs diminished, till the tenth and last only spanned five feet and some inches. In general thickness, they all bore a seemly correspondence to their length. The middle ribs were the most arched. In some of the Arsacides they are used for beams whereon to lay…",3373,"that part of the fish which, in life, is greatest in depth. Now, the greatest depth of the invested body of this particular whale must have been at least sixteen feet; whereas, the corresponding rib measured but little more than eight feet. So that this rib only conveyed half of the true notion of the living magnitude…",41
Mobi Dick.clean,3387,A,0.762376,0.056485512195121955,-0.11136553658536585,0.019036951219512193,0.12631429586007206,0.0698287836649501,0.0698287836649501,"thoughts of this Leviathan, they weary me, and make me faint with their outreaching comprehensiveness of sweep, as if to include the whole circle of the sciences, and all the generations of whales, and men, and mastodons, past, present, and to come, with all the revolving panoramas of empire on earth, and throughout the whole universe, not excluding its suburbs. Such, and so magnifying, is the virtue of a large and liberal theme! We expand to its bulk. To produce a mighty book, you must choose a mighty theme. No great and enduring volume can ever be written on the flea, though many there be who have tried it.",3386.0,"to be used by a whale author like me. One often hears of writers that rise and swell with their subject, though it may seem but an ordinary one. How, then, with me, writing of this Leviathan? Unconsciously my chirography expands into placard capitals. Give me a condor's quill! Give me Vesuvius' crater for an inkstand!…",3388,"on earth, and throughout the whole universe, not excluding its suburbs. Such, and so magnifying, is the virtue of a large and liberal theme! We expand to its bulk. To produce a mighty book, you must choose a mighty theme. No great and enduring volume can ever be written on the flea, though many there be who have tried…",41
Mobi Dick.clean,3908,D,0.714286,0.04449751219512195,-0.11380041463414634,-0.021467926829268295,0.12406222166641008,0.07956470947128813,0.07956470947128813,"or sinned against; now it was that there lurked a something in the old man's eyes, which it was hardly sufferable for feeble souls to see. As the unsetting polar star, which through the livelong, arctic, six months' night sustains its piercing, steady, central gaze; so Ahab's purpose now fixedly gleamed down upon the constant midnight of the gloomy crew. It domineered above them so, that all their bodings, doubts, misgivings, fears, were fain to hide beneath their souls, and not sprout forth a single spear or leaf. In this foreshadowing interval too, all humor, forced or natural, vanished. Stubb no more strove to raise a smile; Starbuck no more strove to check one.",3907.0,"very day preceding had actually encountered Moby Dick;—and now that all his successive meetings with various ships contrastingly concurred to show the demoniac indifference with which the white whale tore his hunters, whether sinning or sinned against; now it was that there lurked a something in the old man's eyes,…",3909,"constant midnight of the gloomy crew. It domineered above them so, that all their bodings, doubts, misgivings, fears, were fain to hide beneath their souls, and not sprout forth a single spear or leaf. In this foreshadowing interval too, all humor, forced or natural, vanished. Stubb no more strove to raise a smile;…",41
