book,chunk_id,coverage,v_roll,a_roll,d_roll,vad_fused,diff_abs,diff_signed,theta_deg,orth_mag,opp_A,opp_D,text
The Adventures of Sherlock Holmes.clean,563,0.672566,0.024202142857142856,-0.059712238095238096,0.03276885714285714,0.07228480542734368,0.04808266257020083,0.04808266257020083,70.43862275822677,0.06811276955748741,True,False,"his evidence; but he is mistaken in thinking that I was following my father. I had no idea that he was in front of me. When about a hundred yards from the pool I heard a cry of ""Cooee!"" which was a usual signal between my father and myself. I then hurried forward, and found him standing by the pool. He appeared to be much surprised at seeing me and asked me rather roughly what I was doing there. A conversation ensued which led to high words and almost to blows, for my father was a man of a very violent temper. Seeing that his passion was becoming ungovernable, I left him and returned towards Hatherley Farm."
The Adventures of Sherlock Holmes.clean,781,0.716981,0.03789609523809524,-0.06803980952380953,0.003448571428571428,0.07795782423354967,0.04006172899545443,0.04006172899545443,60.914763647016365,0.06812714822252756,True,False,"then. During that time I have lived happily at Horsham, and I had begun to hope that this curse had passed away from the family, and that it had ended with the last generation. I had begun to take comfort too soon, however; yesterday morning the blow fell in the very shape in which it had come upon my father."" The young man took from his waistcoat a crumpled envelope, and turning to the table he shook out upon it five little dried orange pips. ""This is the envelope,"" he continued. ""The postmark is London—eastern division. Within are the very words which were upon my father's last message: 'K. K."
The Adventures of Sherlock Holmes.clean,887,0.686275,0.019189142857142856,-0.10123247619047618,-0.036897904761904764,0.10944264623566884,0.09025350337852597,0.09025350337852597,79.9018377090856,0.10774724874201624,False,False,"the burning poison waxed or waned in the bowls of the metal pipes. The most lay silent, but some muttered to themselves, and others talked together in a strange, low, monotonous voice, their conversation coming in gushes, and then suddenly tailing off into silence, each mumbling out his own thoughts and paying little heed to the words of his neighbour. At the farther end was a small brazier of burning charcoal, beside which on a three-legged wooden stool there sat a tall, thin old man, with his jaw resting upon his two fists, and his elbows upon his knees, staring into the fire."
The Adventures of Sherlock Holmes.clean,1283,0.602151,0.023288,-0.07098152380952381,-0.02737095238095238,0.07956052224918059,0.056272522249180584,0.056272522249180584,72.97985144836883,0.07607592100370761,True,False,"with terror, her hands groping for help, her whole figure swaying to and fro like that of a drunkard. I ran to her and threw my arms round her, but at that moment her knees seemed to give way and she fell to the ground. She writhed as one who is in terrible pain, and her limbs were dreadfully convulsed. At first I thought that she had not recognised me, but as I bent over her she suddenly shrieked out in a voice which I shall never forget, 'Oh, my God! Helen! It was the band! The speckled band!'"
The Adventures of Sherlock Holmes.clean,1403,0.693694,0.012117523809523809,-0.052323047619047616,-0.022883428571428572,0.05837967967198154,0.04626215586245773,0.04626215586245773,78.02036171645283,0.057108253478186474,True,False,"door without any reply from within. Then he turned the handle and entered, I at his heels, with the cocked pistol in my hand. It was a singular sight which met our eyes. On the table stood a dark-lantern with the shutter half open, throwing a brilliant beam of light upon the iron safe, the door of which was ajar. Beside this table, on the wooden chair, sat Dr. Grimesby Roylott clad in a long grey dressing-gown, his bare ankles protruding beneath, and his feet thrust into red heelless Turkish slippers. Across his lap lay the short stock with the long lash which we had noticed during the day."
The Adventures of Sherlock Holmes.clean,1403,0.693694,0.012117523809523809,-0.052323047619047616,-0.022883428571428572,0.05837967967198154,0.04626215586245773,0.04626215586245773,78.02036171645283,0.057108253478186474,True,False,"door without any reply from within. Then he turned the handle and entered, I at his heels, with the cocked pistol in my hand. It was a singular sight which met our eyes. On the table stood a dark-lantern with the shutter half open, throwing a brilliant beam of light upon the iron safe, the door of which was ajar. Beside this table, on the wooden chair, sat Dr. Grimesby Roylott clad in a long grey dressing-gown, his bare ankles protruding beneath, and his feet thrust into red heelless Turkish slippers. Across his lap lay the short stock with the long lash which we had noticed during the day."
The Adventures of Sherlock Holmes.clean,1519,0.654545,0.017409,-0.0945797619047619,-0.020938428571428573,0.09842165632624898,0.08101265632624899,0.08101265632624899,79.81181406813629,0.09686975355084923,False,False,"all I knew, be a monomaniac. With a stout bearing, therefore, though her manner had shaken me more than I cared to confess, I still shook my head and declared my intention of remaining where I was. She was about to renew her entreaties when a door slammed overhead, and the sound of several footsteps was heard upon the stairs. She listened for an instant, threw up her hands with a despairing gesture, and vanished as suddenly and as noiselessly as she had come. ""The newcomers were Colonel Lysander Stark and a short thick man with a chinchilla beard growing out of the creases of his double chin, who was introduced to me as Mr."
The Adventures of Sherlock Holmes.clean,1539,0.635514,0.019061190476190475,-0.07853995238095238,-0.0045666190476190485,0.08094879314664276,0.061887602670452284,0.061887602670452284,76.38054114938113,0.07867260088193566,False,False,"for which it was used.' ""The instant that I uttered the words I regretted the rashness of my speech. His face set hard, and a baleful light sprang up in his grey eyes. ""'Very well,' said he, 'you shall know all about the machine.' He took a step backward, slammed the little door, and turned the key in the lock. I rushed towards it and pulled at the handle, but it was quite secure, and did not give in the least to my kicks and shoves. 'Hullo!' I yelled. 'Hullo! Colonel! Let me out!' ""And then suddenly in the silence I heard a sound which sent my heart into my mouth."
The Adventures of Sherlock Holmes.clean,1555,0.66087,-0.00040552380952380967,-0.0801542380952381,-0.03646885714285714,-0.08806159137498216,0.08765606756545835,-0.08765606756545835,89.73615188788169,0.08806065765104325,False,False,"the garden looked in the moonlight, and it could not be more than thirty feet down. I clambered out upon the sill, but I hesitated to jump until I should have heard what passed between my saviour and the ruffian who pursued me. If she were ill-used, then at any risks I was determined to go back to her assistance. The thought had hardly flashed through my mind before he was at the door, pushing his way past her; but she threw her arms round him and tried to hold him back. ""'Fritz! Fritz!' she cried in English, 'remember your promise after the last time. You said it should not be again. He will be silent!"
The Adventures of Sherlock Holmes.clean,1840,0.663934,0.03632595238095238,-0.0692577619047619,0.019828142857142857,0.08068065226312425,0.04435469988217187,0.04435469988217187,63.24068219067172,0.07204021677660302,True,False,"off another piece?' ""'You have called me names enough,' said he, 'I will not stand it any longer. I shall not say another word about this business, since you have chosen to insult me. I will leave your house in the morning and make my own way in the world.' ""'You shall leave it in the hands of the police!' I cried half-mad with grief and rage. 'I shall have this matter probed to the bottom.' ""'You shall learn nothing from me,' said he with a passion such as I should not have thought was in his nature. 'If you choose to call the police, let the police find what they can.' ""By this time the whole house was astir, for I had raised my voice in my anger."
